"Date","forecast_Sing_response","forecast_Sing_response_low_80","forecast_Sing_response_high_80","forecast_Sing_response_low_95","forecast_Sing_response_high_95"
2021-06-01,73.1942998877904,71.740022747572,74.6485770280088,70.97017493254,75.4184248430408
2021-06-02,73.156874505723,71.1066813857263,75.2070676257196,70.0213747064327,76.2923743050133
2021-06-03,73.1181546594409,70.615288415759,75.6210209031228,69.290351059784,76.9459582590978
2021-06-04,73.0784184181465,70.1978822904898,75.9589545458033,68.6730185745792,77.4838182617139
2021-06-05,73.0378424612144,69.828120120501,76.2475648019278,68.1289957496905,77.9466891727382
2021-06-06,72.9965365726436,69.4924640203418,76.5006091249454,67.6375200598681,78.3555530854191
2021-06-07,72.954566787342,69.1828435758956,76.7262899987884,67.1862139150585,78.7229196596255
2021-06-08,72.9119708971334,68.8939757006774,76.9299660935893,66.7669775259443,79.0569642683225
2021-06-09,72.8687688143109,68.6221706374844,77.1153669911373,66.3741573549145,79.3633802737073
2021-06-10,72.8249694753207,68.3647262342362,77.2852127164053,66.0036160863145,79.6463228643269
2021-06-11,72.780575417913,68.1195907113511,77.4415601244748,65.6522144506576,79.9089363851684
2021-06-12,72.7355857950794,67.8851612184013,77.5860103717574,65.3175015481322,80.1536700420266
2021-06-13,72.6899983398135,67.6601566551599,77.7198400244671,64.9975193050975,80.3824773745295
2021-06-14,72.6438106267903,67.4435337051492,77.8440875484314,64.6906733905839,80.5969478629967
2021-06-15,72.5970208639317,67.2344293150639,77.9596124127995,64.3956448271327,80.7983969007308
2021-06-16,72.5496283706193,67.0321200527199,78.0671366885188,64.111327580992,80.9879291602467
2021-06-17,72.5016338479782,66.8359926262222,78.1672750697342,63.8367833319957,81.1664843639607
2021-06-18,72.4530395120843,66.6455220110282,78.2605570131404,63.5712079512771,81.3348710728916
2021-06-19,72.4038491376646,66.4602549005986,78.3474433747306,63.3139061680902,81.493792107239
2021-06-20,72.3540680441806,66.2797969683381,78.4283391200231,63.0642720959969,81.6438639923642
2021-06-21,72.3037030456312,66.1038029134861,78.5036031777764,62.8217740359423,81.7856320553201
2021-06-22,72.2527623783097,65.931968576991,78.5735561796284,62.5859424567686,81.9195822998508
2021-06-23,72.2012556159737,65.7640246210661,78.6384866108813,62.3563603738363,82.0461508581111
2021-06-24,72.1491935786764,65.5997314068383,78.6986557505145,62.1326555633254,82.1657315940275
2021-06-25,72.0965882393441,65.4388748017931,78.7543016768951,61.9144941997312,82.278682278957
2021-06-26,72.0434526307502,65.2812627172348,78.8056425442655,61.7015756096114,82.385329651889
2021-06-27,71.9898007545576,65.1267222249994,78.8528792841158,61.493627910129,82.4859735989862
2021-06-28,71.9356474934607,64.9750971382775,78.8961978486439,61.2904043557496,82.5808906311718
2021-06-29,71.8810085270253,64.8262459676322,78.9357710864184,61.091680256792,82.6703367972586
2021-06-30,71.8259002515423,64.6800401828451,78.9717603202395,60.897250363578,82.7545501395065
2021-07-01,71.7703397040229,64.5363627259717,79.0043166820741,60.7069266325816,82.8337527754642
2021-07-02,71.7143444903418,64.3951067322198,79.0335822484639,60.5205363082194,82.9081526724642
2021-07-03,71.6579327174592,64.2561744239097,79.0596910110087,60.3379202671893,82.977945167729
2021-07-04,71.6011229296027,64.1194761494878,79.0827697097177,60.1589315825508,83.0433142766547
2021-07-05,71.5439340482636,63.9849295448196,79.1029385517077,59.9834342727976,83.1044338237296
2021-07-06,71.4863853158434,63.8524587981317,79.1203118335551,59.8113022075161,83.1614684241707
2021-07-07,71.428496242784,63.7219940032758,79.1349984822923,59.642418146274,83.2145743392941
2021-07-08,71.3702865580108,63.5934705886171,79.1471025274045,59.4766728914158,83.2639002246058
2021-07-09,71.3117761625195,63.4668288109812,79.1567235140578,59.31396453869,83.309587786349
2021-07-10,71.2529850859439,63.3420133058138,79.1639568660741,59.15419781227,83.3517723596178
2021-07-11,71.1939334459472,63.2189726861142,79.1688942057802,58.9972834728729,83.3905834190215
2021-07-12,71.1346414102854,63.0976591838534,79.1716236367173,58.8431377894371,83.4261450311336
2021-07-13,71.0751291613952,62.978028328535,79.1722299942554,58.6916820662709,83.4585762565195
2021-07-14,71.015416863374,62.8600386583497,79.1707950683984,58.5428422187806,83.4879915079675
2021-07-15,70.9555246312168,62.7436514600232,79.1673978024104,58.3965483918873,83.5145008705463
2021-07-16,70.8954725021865,62.6288305340025,79.1621144703705,58.2527346160659,83.5382103883072
2021-07-17,70.8352804092037,62.5155419820946,79.1550188363128,58.1113384966532,83.5592223217543
2021-07-18,70.7749681561387,62.4037540150466,79.1461822972308,57.9723009326465,83.5776353796308
2021-07-19,70.7145553949047,62.2934367778932,79.1356740119161,57.8355658617225,83.5935449280869
2021-07-20,70.6540616042508,62.1845621911737,79.1235610173278,57.7010800286246,83.6070431798769
2021-07-21,70.5935060701596,62.0771038063555,79.1099083339637,57.5687927744303,83.6182193658889
2021-07-22,70.5329078677625,61.9710366740097,79.0947790615152,57.4386558445165,83.6271598910084
2021-07-23,70.4722858446823,61.8663372234538,79.0782344659107,57.3106232133062,83.6339484760584
2021-07-24,70.4116586057324,61.7629831527339,79.0603340587308,57.1846509241108,83.6386662873539
2021-07-25,70.3510444988882,61.6609533279419,79.0411356698346,57.0606969425756,83.6413920552009
2021-07-26,70.2904616024637,61.5602276909799,79.0206955139474,56.9387210224059,83.6422021825214
2021-07-27,70.229927713423,61.4607871749826,78.9990682518635,56.8186845822037,83.6411708446424
2021-07-28,70.1694603367663,61.3626136266928,78.9763070468398,56.7005505923707,83.6383700811619
2021-07-29,70.1090766759242,61.265689735161,78.9524636166874,56.5842834711481,83.6338698807003
2021-07-30,70.04879362411,61.1699989662057,78.9275882820143,56.4698489889607,83.6277382592593
2021-07-31,69.9886277565672,61.075525502126,78.9017300110085,56.3572141803184,83.620041332816
2021-08-01,69.9285953236679,60.9822541862144,78.8749364611215,56.2463472626103,83.6108433847256
2021-08-02,69.8687122448107,60.8901704716601,78.8472540179613,56.1372175611884,83.600206928433
2021-08-03,69.8089941030705,60.7992603744693,78.8187278316717,56.0297954401982,83.5881927659428
2021-08-04,69.7494561405607,60.7095104300719,78.7894018510495,55.9240522386693,83.5748600424521
2021-08-05,69.6901132544606,60.6209076533075,78.7593188556138,55.8199602114222,83.5602662974991
2021-08-06,69.630979993675,60.5334395015179,78.7285204858321,55.7174924743918,83.5444675129582
2021-08-07,69.572070556085,60.4470938404972,78.6970472716728,55.616622954007,83.527518158163
2021-08-08,69.5133987863556,60.3618589130659,78.6649386596453,55.5173263402907,83.5094712324204
2021-08-09,69.4549781742682,60.277723310069,78.6322330384674,55.4195780433872,83.4903783051492
2021-08-10,69.3968218535455,60.1946759436033,78.5989677634877,55.3233541532389,83.4702895538521
2021-08-11,69.3389426011393,60.112706022303,78.5651791799755,55.2286314021664,83.4492538001121
2021-08-12,69.2813528369522,60.0318030285231,78.5309026453813,55.1353871301205,83.4273185437838
2021-08-13,69.224064623969,59.9519566972785,78.4961725506595,55.0435992524028,83.4045299955352
2021-08-14,69.1670896687678,59.8731569968011,78.4610223407344,54.9532462296597,83.3809331078758
2021-08-15,69.1104393223918,59.795394110596,78.4254845341877,54.8643070399787,83.356571604805
2021-08-16,69.0541245815574,59.7186584208837,78.3895907422311,54.7767611529251,83.3314880101896
2021-08-17,68.9981560901731,59.6429404933212,78.353371687025,54.690588505372,83.3057236749742
2021-08-18,68.9425441411569,59.568231062913,78.3168572194007,54.6057694789895,83.2793188033242
2021-08-19,68.8872986785233,59.4945210210155,78.280076336031,54.5222848792662,83.2523124777803
2021-08-20,68.8324292997309,59.4218014033629,78.2430571960989,54.4401159159529,83.2247426835089
2021-08-21,68.7779452582652,59.350063379031,78.2058271374993,54.3592441848173,83.1966463317131
2021-08-22,68.7238554664458,59.2792982402763,78.1684126926153,54.2796516506178,83.1680592822738
2021-08-23,68.6701684984395,59.2094973931818,78.1308396036972,54.2013206312028,83.1390163656762
2021-08-24,68.6168925934644,59.1406523490514,78.0931328378774,54.1242337826534,83.1095514042753
2021-08-25,68.5640356591732,59.0727547164996,78.0553166018468,54.0483740853946,83.0796972329518
2021-08-26,68.5116052751996,59.0057961941832,78.017414356216,53.9737248312015,83.0494857191977
2021-08-27,68.4596086968575,58.9397685641289,77.9794488295861,53.9002696110377,83.0189477826773
2021-08-28,68.4080528589803,58.8746636856146,77.941442032346,53.8279923036639,82.9881134142967
2021-08-29,68.3569443798873,58.8104734895593,77.9034152702154,53.756877064959,82.9570116948157
2021-08-30,68.3062895654693,58.747189973389,77.8653891575497,53.6869083179053,82.9256708130334
2021-08-31,68.2560944133805,58.68480519634,77.827383630421,53.6180707431865,82.8941180835744
2021-09-01,68.2063646173301,58.6233112751703,77.7894179594899,53.5503492703568,82.8623799643034
2021-09-02,68.1571055714617,58.5627003802456,77.7515107626777,53.4837290695364,82.8304820733869
2021-09-03,68.1083223748118,58.5029647319728,77.7136800176508,53.4181955435978,82.7984492060258
2021-09-04,68.0600198358423,58.4440965975577,77.675943074127,53.3537343208068,82.7663053508779
2021-09-05,68.012202477035,58.3860882880581,77.6383166660119,53.2903312478838,82.7340737061862
2021-09-06,67.9648745395449,58.3289321557149,77.6008169233749,53.2279723834587,82.701776695631
2021-09-07,67.9180399879013,58.2726205915347,77.5634593842679,53.1666439918853,82.6694359839173
2021-09-08,67.8717025147536,58.2171460231097,77.5262590063974,53.1063325373948,82.6370724921123
2021-09-09,67.8258655456523,58.1625009126533,77.4892301786514,53.0470246785604,82.6047064127443
2021-09-10,67.7805322438626,58.1086777552362,77.4523867324889,52.9887072630519,82.5723572246732
2021-09-11,67.7357055152022,58.055669077208,77.4157419531965,52.9313673226601,82.5400437077444
2021-09-12,67.6913880128991,58.0034674347866,77.3793085910116,52.874992068569,82.5077839572293
2021-09-13,67.6475821424634,57.952065412806,77.3430988721208,52.8195688868604,82.4755953980664
2021-09-14,67.6042900665719,57.9014556236088,77.3071245095349,52.7650853342356,82.4434947989081
2021-09-15,67.5615137099557,57.8516307060702,77.2713967138412,52.7115291339345,82.4114982859769
2021-09-16,67.5192547642901,57.8025833247439,77.2359262038364,52.6588881718413,82.379621356739
2021-09-17,67.4775146930821,57.7543061691207,77.2007232170435,52.6071504927631,82.3478788934011
2021-09-18,67.4362947365502,57.7067919529887,77.1657975201117,52.5563042968686,82.3162851762318
2021-09-19,67.3955959164955,57.6600334138889,77.1311584191021,52.5063379362761,82.2848538967149
2021-09-20,67.3554190411579,57.6140233126551,77.0968147696607,52.4572399117803,82.2535981705355
2021-09-21,67.3157647100576,57.5687544330361,77.0627749870792,52.4089988697102,82.222530550405
2021-09-22,67.2766333188142,57.5242195813854,77.029047056243,52.3616035989048,82.1916630387236
2021-09-23,67.238025063945,57.4804115864206,76.9956385414694,52.315043027804,82.161007100086
2021-09-24,67.1999399476378,57.4373232990411,76.9625565962345,52.2693062216438,82.1305736736319
2021-09-25,67.1623777824952,57.3949475922004,76.92980797279,52.2243823797493,82.1003731852411
2021-09-26,67.1253381962492,57.3532773608287,76.8973990316697,52.1802608329209,82.0704155595776
2021-09-27,67.0888206364437,57.3123055218011,76.8653357510864,52.1369310409063,82.0407102319812
2021-09-28,67.0528243750812,57.2720250139451,76.8336237362172,52.0943825899528,82.0112661602095
2021-09-29,67.0173485132349,57.2324287980884,76.8022682283815,52.0526051904383,81.9820918360316
2021-09-30,66.9823919856203,57.1935098571361,76.7712741141045,52.01158867457,81.9531952966706
2021-10-01,66.9479535651282,57.1552611961825,76.7406459340739,51.971322994155,81.9245841361014
2021-10-02,66.9140318673165,57.1176758426483,76.7103878919848,51.931798218433,81.8962655162001
2021-10-03,66.8806253548566,57.080746846442,76.6805038632712,51.8930045319688,81.8682461777443
2021-10-04,66.8477323419379,57.0444672801459,76.65099740373,51.8549322326054,81.8405324512704
2021-10-05,66.8153509986236,57.0088302392181,76.6218717580292,51.8175717294676,81.8131302677797
2021-10-06,66.7834793551622,56.973828842217,76.5931298681073,51.7809135410219,81.7860451693025
2021-10-07,66.7521153062489,56.9394562310388,76.5647743814589,51.7449482931846,81.7592823193132
2021-10-08,66.7212566152385,56.9057055711699,76.5368076593072,51.7096667174776,81.7328465129995
2021-10-09,66.6909009183083,56.8725700519524,76.5092317846642,51.6750596492308,81.7067421873857
2021-10-10,66.6610457285688,56.8400428868607,76.4820485702769,51.6411180258286,81.680973431309
2021-10-11,66.6316884401239,56.8081173137875,76.4552595664602,51.6078328849986,81.6555439952492
2021-10-12,66.6028263320776,56.7767865953399,76.4288660688153,51.5751953631425,81.6304573010127
2021-10-13,66.5744565724875,56.7460440191412,76.4028691258339,51.543196693706,81.6057164512691
2021-10-14,66.5465762222648,56.7158828981415,76.3772695463881,51.5118282055886,81.581324238941
2021-10-15,66.5191822390206,56.6862965709346,76.3520679071066,51.4810813215917,81.5572831564495
2021-10-16,66.4922714808549,56.6572784020766,76.3272645596333,51.4509475569013,81.5335954048086
2021-10-17,66.4658407100938,56.6288217824137,76.3028596377739,51.4214185176099,81.5102629025778
2021-10-18,66.4398865969679,56.6009201294103,76.2788530645254,51.3924858992712,81.4872872946645
2021-10-19,66.4144057232358,56.5735668874811,76.2552445589905,51.3641414854906,81.4646699609811
2021-10-20,66.389394585753,56.5467555283277,76.2320336431783,51.33637714655,81.4424120249561
2021-10-21,66.3648495999808,56.5204795512745,76.2092196486871,51.309184838064,81.4205143618976
2021-10-22,66.3407671034416,56.4947324836089,76.1868017232743,51.2825565996716,81.3989776072116
2021-10-23,66.3171433591184,56.4695078809242,76.1647788373126,51.2564845537605,81.3778021644763
2021-10-24,66.2939745587921,56.4447993274582,76.143149790126,51.2309609042186,81.3569882133656
2021-10-25,66.271256826328,56.4206004364393,76.1219132162168,51.2059779352233,81.3365357174328
2021-10-26,66.248986220902,56.3969048504288,76.1010675913752,51.1815280100576,81.3164444317463
2021-10-27,66.2271587401695,56.3737062416647,76.0806112386743,51.1576035699577,81.2967139103813
2021-10-28,66.2057703233811,56.3509983124076,76.0605423343546,51.1341971329934,81.2773435137688
2021-10-29,66.1848168544376,56.3287747952838,76.0408589135914,51.1113012929749,81.2583324159003
2021-10-30,66.16429416489,56.3070294536292,76.0215588761508,51.0889087183913,81.2396796113888
2021-10-31,66.144198036883,56.2857560818331,76.0026399919329,51.0670121513776,81.2213839223884
2021-11-01,66.1245242060422,56.2649485056811,75.9840999064034,51.0456044067112,81.2034440053733
2021-11-02,66.1052683643046,56.2446005826965,75.9659361459127,51.0246783708357,81.1858583577735
2021-11-03,66.0864261626956,56.2247062024843,75.948146122907,51.0042270009161,81.1686253244751
2021-11-04,66.0679932140468,56.2052592870687,75.930727141025,50.9842433239175,81.1517431041762
2021-11-05,66.0499650956611,56.1862537912337,75.9136764000884,50.9647204357143,81.1352097556078
2021-11-06,66.0323373519216,56.1676837028609,75.8969910009823,50.9456515002257,81.1190232036175
2021-11-07,66.0151054968469,56.1495430432658,75.880667950428,50.927029748578,81.1031812451158
2021-11-08,65.9982650165896,56.1318258675317,75.8647041656475,50.9088484782923,81.087681554887
2021-11-09,65.9818113718849,56.1145262648451,75.8490964789247,50.891101052501,81.0725216912688
2021-11-10,65.9657400004405,56.0976383588243,75.8338416420566,50.8737808991857,81.0576991016952
2021-11-11,65.9500463192775,56.081156307851,75.8189363307041,50.8568815104441,81.0432111281109
2021-11-12,65.9347257270171,56.0650743053964,75.8043771486378,50.8403964417802,81.029055012254
2021-11-13,65.9197736061132,56.0493865803464,75.79016063188,50.8243193114174,81.015227900809
2021-11-14,65.9051853250355,56.0340873973239,75.7762832527471,50.8086437996376,81.0017268504334
2021-11-15,65.8909562403998,56.0191710570094,75.7627414237902,50.7933636481429,80.9885488326566
2021-11-16,65.8770816990471,56.0046318964575,75.7495315016367,50.7784726594393,80.9756907386548
2021-11-17,65.8635570400734,55.9904642894126,75.7366497907342,50.7639646962449,80.9631493839019
2021-11-18,65.850377596807,55.9766626466185,75.7240925469955,50.7498336809167,80.9509215126972
2021-11-19,65.8375386987386,55.9632214161279,75.7118559813493,50.7360735949025,80.9390038025747
